delivery fee,price,title,url
"배송비 5,000원","860,000",아이패드프로 10.5 샐룰러 256 펜슬,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B614785216&scoredtype=0&keyword=ipad pro
무료 배송,"730,000",Apple 애플 아이패드프로12.9 중고 S/A/B급 전시 중고,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B614775406&scoredtype=0&keyword=ipad pro
무료 배송,"815,000",Apple 애플 아이패드프로12.9 중고 S/A/B급 전시 중고,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B614400791&scoredtype=0&keyword=ipad pro
무료 배송,"770,000",아이패드프로 2세대 10.5 256G Wifi 애플펜슬,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B613399096&scoredtype=0&keyword=ipad pro
무료 배송,"900,000",(미개봉) 아이패드 프로 10.5 와이파이 512G,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B613383076&scoredtype=0&keyword=ipad pro
무료 배송,"800,000",IPadpro 10.5 256g wifi 골드,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B613250012&scoredtype=0&keyword=ipad pro
무료 배송,"815,000",Apple 아이패드프로10.5인치 중고 S/A/B급 전시,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B613384055&scoredtype=0&keyword=ipad pro
무료 배송,"730,000",아이패드 프로 10.5  512G  wifi 용  뒤커버 있음.,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B612687958&scoredtype=0&keyword=ipad pro
무료 배송,"839,000",(중고)아이패드프로10.5 256기가 셀룰러 스마트키보드,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B612923945&scoredtype=0&keyword=ipad pro
무료 배송,"95,000",아이패드 프로 12.9 애플정품 슬리브,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B610396677&scoredtype=0&keyword=ipad pro
무료 배송,"15,000",아이패드프로9.7  풀악세사리,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B609685522&scoredtype=0&keyword=ipad pro
무료 배송,"149,000",아이패드 프로 12.9용 스마트 키보드 커버,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B605786721&scoredtype=0&keyword=ipad pro
무료 배송,"170,000",아이패드 프로 12.9 스마트폴리오 케이스,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B603057677&scoredtype=0&keyword=ipad pro
무료 배송,"89,000",아이패드 프로 12.9용 스마트 키보드 커버,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B598835689&scoredtype=0&keyword=ipad pro
무료 배송,"1,000,000",아이패드프로 10.5 256GB + 애플펜슬 + 스마트키보드,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B597002716&scoredtype=0&keyword=ipad pro
무료 배송,"785,000",아이패드 프로 10.5 256기가 2세대,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B596736394&scoredtype=0&keyword=ipad pro
무료 배송,"900,000",아이패드 프로 10.5 LTE+WiFi 256GB + 애플 펜슬/중고,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B596916294&scoredtype=0&keyword=ipad pro
무료 배송,"880,000",아이패드프로 10.5 512G 셀룰러,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B594088542&scoredtype=0&keyword=ipad pro
무료 배송,"950,000",아이패드 Pro 12.9 Cellular,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B593258650&scoredtype=0&keyword=ipad pro
무료 배송,"1,387,100",미개봉/애플아이패드프로10.5/골드/512GB/LTE/태블릿,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B567031808&scoredtype=0&keyword=ipad pro
"배송비 2,500원","45,580",배터리 iPad Pro 9.7 A1664 BL-IP019 020-00857 A1674,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B565860889&scoredtype=0&keyword=ipad pro
무료 배송,"1,085,000",Apple 아이패드프로12.9(2세대) 중고 S/A/B급 전시,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B542331563&scoredtype=0&keyword=ipad pro
"배송비 2,500원","41,340",배터리 애플 A1577 IPad Pro 020-00015 3.77V 3.88W,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B540949118&scoredtype=0&keyword=ipad pro
무료 배송,"770,000",Apple 애플 아이패드프로12.9 중고 S/A/B급 전시 중고,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B508671126&scoredtype=0&keyword=ipad pro
무료 배송,"510,000",애플정품 아이패드프로9.7인치 32G/Wi-Fi/전시제품,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B501917635&scoredtype=0&keyword=ipad pro
무료 배송,"950,600",애플아이패드프로10.5/골드/256GB/태블릿/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B495485912&scoredtype=0&keyword=ipad pro
"배송비 2,500원","175,000",리퍼 제품 정품 아이패드 프로12.9 스마트 키보드,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B489217777&scoredtype=0&keyword=ipad pro
무료 배송,"1,028,200",애플아이패드프로9.7/화이트LTE256GB/태블릿/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B454518955&scoredtype=0&keyword=ipad pro
무료 배송,"1,212,500",애플/아이패드프로12.9골드/LTE128GB/태블릿/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B432701462&scoredtype=0&keyword=ipad pro
무료 배송,"1,212,500",애플아이패드프로12.9화이트LTE128GB/태블릿/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B426152126&scoredtype=0&keyword=ipad pro
무료 배송,"999,100",애플아이패드프로9.7/골드LTE128GB/태블릿PC/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B418239604&scoredtype=0&keyword=ipad pro
무료 배송,"1,105,800",애플아이패드프로9.7/골드LTE256GB/태블릿PC/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B410596349&scoredtype=0&keyword=ipad pro
무료 배송,"999,100",애플아이패드프로9.7/블랙LTE128GB/태블릿PC/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B410601628&scoredtype=0&keyword=ipad pro
무료 배송,"1,212,500",애플아이패드프로12.9/골드/128GB/태블릿PC/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B401600099&scoredtype=0&keyword=ipad pro
무료 배송,"1,018,500",애플아이패드프로12.9/블랙/32GB/태블릿PC/무료배송,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B389632450&scoredtype=0&keyword=ipad pro
무료 배송,"510,000",애플정품 아이패드프로9.7인치 32G/Wi-Fi/전시제품,http://through.auction.co.kr/common/SafeRedirect.aspx?&next=http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B358554438&scoredtype=0&keyword=ipad pro
